RefDate,num_compte,libelle,Debit,Credit,classe,type,annee,mois
2026-02-01,612110101100,,0.0,534.4,6,charge,2026,2
2026-02-01,614550100000,,1033.33,0.0,6,charge,2026,2
2026-02-01,612110101000,,6911.0,0.0,6,charge,2026,2
2026-02-01,614550100000,,165.02,0.0,6,charge,2026,2
2026-02-01,612100102100,,0.0,6911.0,6,charge,2026,2
2026-02-01,614550100000,,135.0,0.0,6,charge,2026,2
2026-02-01,612110101000,,1360.4,0.0,6,charge,2026,2
2026-02-01,612110101100,,0.0,1360.4,6,charge,2026,2
2026-02-01,612110101000,,706.4,0.0,6,charge,2026,2
2026-02-01,612110101100,,0.0,706.4,6,charge,2026,2
2026-02-01,613200100000,,3246.56,0.0,6,charge,2026,2
2026-01-31,612630600000,,4725.0,0.0,6,charge,2026,1
2026-01-31,612520100000,,50.5,0.0,6,charge,2026,1
2026-01-31,613340100000,,18735.42,0.0,6,charge,2026,1
2026-01-31,613320100000,,2090.0,0.0,6,charge,2026,1
2026-01-31,612630600000,,6000.0,0.0,6,charge,2026,1
2026-01-31,612510107000,,33210.05,0.0,6,charge,2026,1
2026-01-31,613320100000,,4840.0,0.0,6,charge,2026,1
2026-01-31,613320100000,,21030.0,0.0,6,charge,2026,1
2026-01-31,612540100000,,1035.0,0.0,6,charge,2026,1
2026-01-31,612630600000,,1000.0,0.0,6,charge,2026,1
2026-01-31,614250101000,,6600.0,0.0,6,charge,2026,1
2026-01-31,614250100009,,11980.0,0.0,6,charge,2026,1
2026-01-31,614250102000,,3300.0,0.0,6,charge,2026,1
2026-01-31,614520100000,,1031.0,0.0,6,charge,2026,1
2026-01-31,612220100000,,5836.1,0.0,6,charge,2026,1
2026-01-31,612630100000,,19369.72,0.0,6,charge,2026,1
2026-01-31,613650102000,,0.0,1700.0,6,charge,2026,1
2026-01-31,613120000000,,82500.0,0.0,6,charge,2026,1
2026-01-31,612221053000,,19830.0,0.0,6,charge,2026,1
2026-01-31,613650102000,,1700.0,0.0,6,charge,2026,1
2026-01-31,612221056000,,2175.0,0.0,6,charge,2026,1
2026-01-31,613650102000,,2428.57,0.0,6,charge,2026,1
2026-01-31,612221053000,,8450.0,0.0,6,charge,2026,1
2026-01-31,612221054000,,150.0,0.0,6,charge,2026,1
2026-01-31,612221056000,,1420.0,0.0,6,charge,2026,1
2026-01-31,612221053000,,1000.0,0.0,6,charge,2026,1
2026-01-31,612221054000,,1200.0,0.0,6,charge,2026,1
2026-01-31,612221056000,,400.0,0.0,6,charge,2026,1
2026-01-31,612510122000,,5979.73,0.0,6,charge,2026,1
2026-01-31,612510122000,,26.63,0.0,6,charge,2026,1
2026-01-30,614730100000,,20.0,0.0,6,charge,2026,1
2026-01-30,614730100000,,150.0,0.0,6,charge,2026,1
2026-01-30,613650102000,,21666.2,0.0,6,charge,2026,1
2026-01-30,614730100000,,346.14,0.0,6,charge,2026,1
2026-01-29,612221053000,,1680.0,0.0,6,charge,2026,1
2026-01-29,612221056000,,240.0,0.0,6,charge,2026,1
2026-01-28,614310100000,,32.62,0.0,6,charge,2026,1
2026-01-28,613320100000,,200.0,0.0,6,charge,2026,1
2026-01-28,614310100000,,11.35,0.0,6,charge,2026,1
2026-01-28,612221056000,,4345.0,0.0,6,charge,2026,1
2026-01-28,613320100000,,100.0,0.0,6,charge,2026,1
2026-01-28,614730100000,,200.0,0.0,6,charge,2026,1
2026-01-27,612630600000,,2584.0,0.0,6,charge,2026,1
2026-01-27,612520100000,,80.0,0.0,6,charge,2026,1
2026-01-27,612630600000,,2785.4,0.0,6,charge,2026,1
2026-01-27,613200100000,,7635.51,0.0,6,charge,2026,1
2026-01-27,613200100000,,8690.88,0.0,6,charge,2026,1
2026-01-26,614550100000,,150.0,0.0,6,charge,2026,1
2026-01-26,631110102502,,48269.28,0.0,6,charge,2026,1
2026-01-25,614360100000,,200.0,0.0,6,charge,2026,1
2026-01-23,612221056000,,2929.5,0.0,6,charge,2026,1
2026-01-23,613200100000,,5117.2,0.0,6,charge,2026,1
2026-01-22,612530100000,,120.0,0.0,6,charge,2026,1
2026-01-22,612530100000,,55.0,0.0,6,charge,2026,1
2026-01-21,617660100000,,78.0,0.0,6,charge,2026,1
2026-01-21,614520100000,,1376.0,0.0,6,charge,2026,1
2026-01-21,614520100000,,100.0,0.0,6,charge,2026,1
2026-01-21,614360100000,,18.0,0.0,6,charge,2026,1
2026-01-20,658000100000,,0.36,0.0,6,charge,2026,1
2026-01-20,616730100000,,2273.0,0.0,6,charge,2026,1
2026-01-20,616730100000,,1523.0,0.0,6,charge,2026,1
2026-01-20,616730100000,,723.0,0.0,6,charge,2026,1
2026-01-20,616730100000,,1523.0,0.0,6,charge,2026,1
2026-01-20,616730100000,,823.0,0.0,6,charge,2026,1
2026-01-20,616730100000,,1523.0,0.0,6,charge,2026,1
2026-01-19,612221053000,,1200.0,0.0,6,charge,2026,1
2026-01-19,612221056000,,1800.0,0.0,6,charge,2026,1
2026-01-19,612100102000,,6001.0,0.0,6,charge,2026,1
2026-01-19,612630600000,,2932.0,0.0,6,charge,2026,1
2026-01-19,612630600000,,5760.0,0.0,6,charge,2026,1
2026-01-18,613200100000,,29367.36,0.0,6,charge,2026,1
2026-01-16,612100102000,,15725.0,0.0,6,charge,2026,1
2026-01-15,658300100000,,167.33,0.0,6,charge,2026,1
2026-01-15,612100102000,,9877.0,0.0,6,charge,2026,1
2026-01-15,633100100000,,30828.93,0.0,6,charge,2026,1
2026-01-15,614730200000,,202.67,0.0,6,charge,2026,1
2026-01-15,733100100000,,0.0,25729.69,7,produit,2026,1
2026-01-15,614730200000,,917.19,0.0,6,charge,2026,1
2026-01-15,614730200000,,491.67,0.0,6,charge,2026,1
2026-01-13,614730100000,,10.0,0.0,6,charge,2026,1
2026-01-13,614730100000,,60.0,0.0,6,charge,2026,1
2026-01-13,612100102000,,7769.0,0.0,6,charge,2026,1
2026-01-13,614730100000,,20.0,0.0,6,charge,2026,1
2026-01-13,612221053000,,6000.0,0.0,6,charge,2026,1
2026-01-12,612100102000,,12903.0,0.0,6,charge,2026,1
2026-01-10,631110100704,,6269.12,0.0,6,charge,2026,1
2026-01-10,612110101000,,1308.0,0.0,6,charge,2026,1
2026-01-10,612100102000,,13846.5,0.0,6,charge,2026,1
2026-01-09,614730100000,,195.0,0.0,6,charge,2026,1
2026-01-09,612100102000,,14161.0,0.0,6,charge,2026,1
2026-01-09,614730100000,,65.0,0.0,6,charge,2026,1
2026-01-09,612221054000,,900.0,0.0,6,charge,2026,1
2026-01-09,612221054000,,300.8,0.0,6,charge,2026,1
2026-01-09,612221053000,,770.0,0.0,6,charge,2026,1
2026-01-09,612221054000,,150.0,0.0,6,charge,2026,1
2026-01-09,612221053000,,3450.0,0.0,6,charge,2026,1
2026-01-09,612221054000,,10972.0,0.0,6,charge,2026,1
2026-01-08,613200100000,,3246.56,0.0,6,charge,2026,1
2026-01-08,612221053000,,25089.56,0.0,6,charge,2026,1
2026-01-08,612221056000,,570.0,0.0,6,charge,2026,1
2026-01-08,612110101000,,1219.2,0.0,6,charge,2026,1
2026-01-08,612100102000,,14147.4,0.0,6,charge,2026,1
2026-01-07,612110101000,,5424.0,0.0,6,charge,2026,1
2026-01-07,612100102000,,13515.0,0.0,6,charge,2026,1
2026-01-06,612110101000,,2676.0,0.0,6,charge,2026,1
2026-01-06,612100102000,,12656.5,0.0,6,charge,2026,1
2026-01-06,612630600000,,2720.0,0.0,6,charge,2026,1
2026-01-05,612100102000,,10815.4,0.0,6,charge,2026,1
2026-01-05,612110101000,,883.2,0.0,6,charge,2026,1
2026-01-05,612110101000,,1012.0,0.0,6,charge,2026,1
2026-01-05,612100102000,,2399.6,0.0,6,charge,2026,1
2026-01-04,612110101000,,7300.0,0.0,6,charge,2026,1
2026-01-04,612100102000,,1260.0,0.0,6,charge,2026,1
2026-01-03,613200100000,,8527.68,0.0,6,charge,2026,1
2026-01-03,612110101000,,7432.0,0.0,6,charge,2026,1
2026-01-03,612100102000,,1881.6,0.0,6,charge,2026,1
2026-01-02,614360100000,,1013.0,0.0,6,charge,2026,1
2026-01-02,614730100000,,120.0,0.0,6,charge,2026,1
2026-01-02,612540100000,,2200.0,0.0,6,charge,2026,1
2026-01-02,614730100000,,85.0,0.0,6,charge,2026,1
2026-01-01,612110101000,,5988.84,0.0,6,charge,2026,1
2026-01-01,617110100000,,0.0,327689.98,6,charge,2026,1
2026-01-01,739300100000,,0.0,108142.39,7,produit,2026,1
2026-01-01,612221056000,,3024.4,0.0,6,charge,2026,1
2026-01-01,612100102000,,3011.16,0.0,6,charge,2026,1
2026-01-01,617110100000,,327689.98,0.0,6,charge,2026,1
2026-01-01,614550100000,,3311.0,0.0,6,charge,2026,1
2026-01-01,614730100000,,100.0,0.0,6,charge,2026,1
2026-01-01,614250101000,,0.0,9000.0,6,charge,2026,1
2026-01-01,617110100100,,0.0,327689.98,6,charge,2026,1
2026-01-01,614550100000,,0.0,0.18,6,charge,2026,1
2026-01-01,617110100100,,0.0,73281.4,6,charge,2026,1
2026-01-01,614550100000,,1033.33,0.0,6,charge,2026,1
2026-01-01,614550100000,,135.0,0.0,6,charge,2026,1
2026-01-01,614550100000,,160.93,0.0,6,charge,2026,1
2025-12-31,614290201000,,10510.0,0.0,6,charge,2025,12
2025-12-31,613110000000,,39915.9,0.0,6,charge,2025,12
2025-12-31,631150101101,,69796.22,0.0,6,charge,2025,12
2025-12-31,612420400000,,0.0,8613.0,6,charge,2025,12
2025-12-31,612510107000,,40958.13,0.0,6,charge,2025,12
2025-12-31,613650102000,,1000.0,0.0,6,charge,2025,12
2025-12-31,612100102000,,5541.2,0.0,6,charge,2025,12
2025-12-31,612110101000,,342.0,0.0,6,charge,2025,12
2025-12-31,614290201000,,35453.0,0.0,6,charge,2025,12
2025-12-31,612630600000,,1518.75,0.0,6,charge,2025,12
2025-12-31,612110101000,,15744.0,0.0,6,charge,2025,12
2025-12-31,612430200000,,7134.0,0.0,6,charge,2025,12
2025-12-31,612220100000,,10497.76,0.0,6,charge,2025,12
2025-12-31,617450100000,,3218.42,0.0,6,charge,2025,12
2025-12-31,612110101100,,240.4,0.0,6,charge,2025,12
2025-12-31,712780100000,,0.0,17640.0,7,produit,2025,12
2025-12-31,614290201000,,10510.0,0.0,6,charge,2025,12
2025-12-31,612630600000,,1000.0,0.0,6,charge,2025,12
2025-12-31,612100102100,,224.0,0.0,6,charge,2025,12
2025-12-31,612420106000,,1469.85,0.0,6,charge,2025,12
2025-12-31,612221054000,,2090.0,0.0,6,charge,2025,12
2025-12-31,613450100000,,6240.78,0.0,6,charge,2025,12
2025-12-31,631150100003,,125222.22,0.0,6,charge,2025,12
2025-12-31,712430100000,,0.0,25146.55,7,produit,2025,12
2025-12-31,614290201000,,35453.0,0.0,6,charge,2025,12
2025-12-31,613650102000,,6712.04,0.0,6,charge,2025,12
2025-12-31,631150122501,,82339.31,0.0,6,charge,2025,12
2025-12-31,612420500000,,99088.5,0.0,6,charge,2025,12
2025-12-31,619330100000,,2656.47,0.0,6,charge,2025,12
2025-12-31,612630600000,,1296.59,0.0,6,charge,2025,12
2025-12-31,613120000000,,82500.0,0.0,6,charge,2025,12
2025-12-31,612420106000,,19470.0,0.0,6,charge,2025,12
2025-12-31,614280201000,,8414.86,0.0,6,charge,2025,12
2025-12-31,612630600000,,4789.26,0.0,6,charge,2025,12
2025-12-31,612221056000,,8598.41,0.0,6,charge,2025,12
2025-12-31,612430300000,,51815.82,0.0,6,charge,2025,12
2025-12-31,619330100000,,40170.31,0.0,6,charge,2025,12
2025-12-31,613450100000,,1774.53,0.0,6,charge,2025,12
2025-12-31,612220100000,,6256.0,0.0,6,charge,2025,12
2025-12-31,612420410000,,1040.0,0.0,6,charge,2025,12
2025-12-31,614280201000,,8975.23,0.0,6,charge,2025,12
2025-12-31,613410100000,,7000.2,0.0,6,charge,2025,12
