date,account,libelle,classe,type,Debit,Credit,montant_final,nom_compte
2022-03-01,612100102000,,6,charge,297202.57,36339.2,260863.37,612100102000
2022-04-01,612100102000,,6,charge,6946934.319999999,6275141.319999999,671793.0,612100102000
2022-05-01,612100102000,,6,charge,1196465.03,3276.0,1193189.03,612100102000
2022-07-01,612100102000,,6,charge,26248.8,0.0,26248.8,612100102000
2022-08-01,612100102000,,6,charge,8782.01,0.0,8782.01,612100102000
2022-09-01,612100102000,,6,charge,3655793.72,278802.5,3376991.22,612100102000
2022-10-01,612100102000,,6,charge,2489138.82,69975.87,2419162.9499999997,612100102000
2022-11-01,612100102000,,6,charge,4076667.69,215182.0,3861485.69,612100102000
2022-12-01,612100102000,,6,charge,20336131.97,35509188.269999996,-15173056.299999997,612100102000
2023-01-01,612100102000,,6,charge,47955.0,47955.0,0.0,612100102000
2023-02-01,612100102000,,6,charge,757180.8,28308.0,728872.8,612100102000
2023-03-01,612100102000,,6,charge,736433.4,79628.9,656804.5,612100102000
2023-04-01,612100102000,,6,charge,398205.14,30462.6,367742.54000000004,612100102000
2023-05-01,612100102000,,6,charge,629923.7,23556.0,606367.7,612100102000
2023-06-01,612100102000,,6,charge,452916.37,0.0,452916.37,612100102000
2023-07-01,612100102000,,6,charge,397959.4,8310.0,389649.4,612100102000
2023-08-01,612100102000,,6,charge,353999.4,0.0,353999.4,612100102000
2023-09-01,612100102000,,6,charge,241647.61,1689.0,239958.61,612100102000
2023-10-01,612100102000,,6,charge,321498.05,18487.5,303010.55,612100102000
2023-11-01,612100102000,,6,charge,71008131.8,70736609.32,271522.4800000042,612100102000
2023-12-01,612100102000,,6,charge,338752.69,4709597.04,-4370844.35,612100102000
2024-01-01,612100102000,,6,charge,125580.2,650.0,124930.2,612100102000
2024-02-01,612100102000,,6,charge,136189.1,0.0,136189.1,612100102000
2024-03-01,612100102000,,6,charge,112717.8,0.0,112717.8,612100102000
2024-04-01,612100102000,,6,charge,213181.8,0.0,213181.8,612100102000
2024-05-01,612100102000,,6,charge,235584.8,0.0,235584.8,612100102000
2024-06-01,612100102000,,6,charge,159305.6,0.0,159305.6,612100102000
2024-07-01,612100102000,,6,charge,539159.25,66962.0,472197.25,612100102000
2024-08-01,612100102000,,6,charge,507661.48,34.0,507627.48,612100102000
2024-09-01,612100102000,,6,charge,465937.0,7164.0,458773.0,612100102000
2024-10-01,612100102000,,6,charge,613073.1,48.0,613025.1,612100102000
2024-11-01,612100102000,,6,charge,286638.6,3447.0,283191.6,612100102000
2024-12-01,612100102000,,6,charge,57729.82,3374453.55,-3316723.73,612100102000
2025-01-01,612100102000,,6,charge,435001.0,251746.0,183255.0,612100102000
2025-02-01,612100102000,,6,charge,2404086.83,1492184.0,911902.8300000001,612100102000
2025-03-01,612100102000,,6,charge,4023332.2,2169064.0,1854268.2000000002,612100102000
2025-04-01,612100102000,,6,charge,479876.71,49344.6,430532.11000000004,612100102000
2025-05-01,612100102000,,6,charge,344042.1,2754.0,341288.1,612100102000
2025-06-01,612100102000,,6,charge,274020.38,9859.2,264161.18,612100102000
2025-07-01,612100102000,,6,charge,299253.5,27848.6,271404.9,612100102000
2025-08-01,612100102000,,6,charge,5119393.600000001,4787548.0,331845.60000000056,612100102000
2025-09-01,612100102000,,6,charge,492544.35,0.0,492544.35,612100102000
2025-10-01,612100102000,,6,charge,636146.71,30112.6,606034.11,612100102000
2025-11-01,612100102000,,6,charge,506216.4,14401.0,491815.4,612100102000
2025-12-01,612100102000,,6,charge,302664.4,0.0,302664.4,612100102000
2026-01-01,612100102000,,6,charge,139969.16,0.0,139969.16,612100102000
2026-02-01,612100102000,,6,charge,266223.1,0.0,266223.1,612100102000
2026-03-01,612100102000,,6,charge,208202.3,0.0,208202.3,612100102000
2022-01-01,612100102100,,6,charge,62388.56,0.0,62388.56,612100102100
2022-02-01,612100102100,,6,charge,36179.04,25062.0,11117.04,612100102100
2022-03-01,612100102100,,6,charge,5393.2,0.0,5393.2,612100102100
2022-04-01,612100102100,,6,charge,33525.4,0.0,33525.4,612100102100
2022-05-01,612100102100,,6,charge,84068.64,201716.3,-117647.65999999999,612100102100
2022-06-01,612100102100,,6,charge,174444.64,420422.9,-245978.26,612100102100
2022-07-01,612100102100,,6,charge,6909.0,60489.3,-53580.3,612100102100
2022-08-01,612100102100,,6,charge,121296.0,273855.63,-152559.63,612100102100
2022-09-01,612100102100,,6,charge,42774.8,494774.5,-451999.7,612100102100
2022-10-01,612100102100,,6,charge,31850.0,167568.9,-135718.9,612100102100
2022-11-01,612100102100,,6,charge,62197.0,264998.5,-202801.5,612100102100
2022-12-01,612100102100,,6,charge,1330447.25,82585.5,1247861.75,612100102100
2023-02-01,612100102100,,6,charge,808.8,475.3,333.49999999999994,612100102100
2023-03-01,612100102100,,6,charge,4062.0,9652.5,-5590.5,612100102100
2023-04-01,612100102100,,6,charge,1938.64,0.0,1938.64,612100102100
2023-05-01,612100102100,,6,charge,2171.6,12768.0,-10596.4,612100102100
2023-06-01,612100102100,,6,charge,1856.8,28524.0,-26667.2,612100102100
2023-07-01,612100102100,,6,charge,4586.8,29899.9,-25313.100000000002,612100102100
2023-08-01,612100102100,,6,charge,1798.8,418833.25,-417034.45,612100102100
2023-09-01,612100102100,,6,charge,2001.6,725830.5,-723828.9,612100102100
2023-10-01,612100102100,,6,charge,8853.8,1062319.2,-1053465.4,612100102100
2023-11-01,612100102100,,6,charge,3248.4,731351.5,-728103.1,612100102100
2023-12-01,612100102100,,6,charge,4143797.31,1155470.4,2988326.91,612100102100
2024-01-01,612100102100,,6,charge,903.6,0.0,903.6,612100102100
2024-02-01,612100102100,,6,charge,224.0,0.0,224.0,612100102100
2024-04-01,612100102100,,6,charge,850.0,0.0,850.0,612100102100
2024-05-01,612100102100,,6,charge,42.8,71604.5,-71561.7,612100102100
2024-06-01,612100102100,,6,charge,649.6,0.0,649.6,612100102100
2024-07-01,612100102100,,6,charge,97573.2,2484.0,95089.2,612100102100
2024-08-01,612100102100,,6,charge,152384.7,0.0,152384.7,612100102100
2024-09-01,612100102100,,6,charge,105325.3,0.0,105325.3,612100102100
2024-10-01,612100102100,,6,charge,141543.48,6655.6,134887.88,612100102100
2024-11-01,612100102100,,6,charge,70317.6,0.0,70317.6,612100102100
2024-12-01,612100102100,,6,charge,7789.32,496859.5,-489070.18,612100102100
2025-01-01,612100102100,,6,charge,3123.2,3123.2,0.0,612100102100
2025-02-01,612100102100,,6,charge,31910.0,54602.0,-22692.0,612100102100
2025-03-01,612100102100,,6,charge,53717.600000000006,642358.8,-588641.2000000001,612100102100
2025-04-01,612100102100,,6,charge,140268.8,110666.0,29602.79999999999,612100102100
2025-05-01,612100102100,,6,charge,174900.0,0.0,174900.0,612100102100
2025-06-01,612100102100,,6,charge,192100.0,0.0,192100.0,612100102100
2025-07-01,612100102100,,6,charge,147100.0,0.0,147100.0,612100102100
2025-08-01,612100102100,,6,charge,105593.6,0.0,105593.6,612100102100
2025-09-01,612100102100,,6,charge,119378.0,0.0,119378.0,612100102100
2025-10-01,612100102100,,6,charge,137988.68,0.0,137988.68,612100102100
2025-11-01,612100102100,,6,charge,93369.6,4318.5,89051.1,612100102100
2025-12-01,612100102100,,6,charge,32924.0,0.0,32924.0,612100102100
2026-02-01,612100102100,,6,charge,0.0,6911.0,-6911.0,612100102100
2022-12-01,612100106000,,6,charge,19013600.05,19013600.05,0.0,612100106000
2022-01-01,612110101000,,6,charge,573535.59,19172.98,554362.61,612110101000
2022-02-01,612110101000,,6,charge,854057.38,61653.79,792403.59,612110101000
2022-03-01,612110101000,,6,charge,986090.62,2224.98,983865.64,612110101000
2022-04-01,612110101000,,6,charge,2617724.78,334047.83,2283676.9499999997,612110101000
2022-05-01,612110101000,,6,charge,8803259.06,378032.97000000003,8425226.09,612110101000
2022-06-01,612110101000,,6,charge,12957622.05,156682.5,12800939.55,612110101000
2022-07-01,612110101000,,6,charge,3092457.77,184207.0,2908250.77,612110101000
2022-08-01,612110101000,,6,charge,11095754.01,427380.66,10668373.35,612110101000
2022-09-01,612110101000,,6,charge,14487184.04,898191.28,13588992.76,612110101000
2022-10-01,612110101000,,6,charge,6207016.31,212060.37,5994955.9399999995,612110101000
2022-11-01,612110101000,,6,charge,9015447.77,1321546.12,7693901.649999999,612110101000
2022-12-01,612110101000,,6,charge,3214550.66,69909499.56,-66694948.900000006,612110101000
2023-01-01,612110101000,,6,charge,7452.0,3726.0,3726.0,612110101000
2023-02-01,612110101000,,6,charge,68710.89,0.0,68710.89,612110101000
2023-03-01,612110101000,,6,charge,341241.28,6690.6,334550.68000000005,612110101000
2023-04-01,612110101000,,6,charge,272117.56,15116.9,257000.66,612110101000
2023-05-01,612110101000,,6,charge,673957.6,58926.17,615031.4299999999,612110101000
2023-06-01,612110101000,,6,charge,4056686.13,97538.5,3959147.63,612110101000
2023-07-01,612110101000,,6,charge,2428741.11,77356.67,2351384.44,612110101000
2023-08-01,612110101000,,6,charge,7300413.8,592367.15,6708046.649999999,612110101000
2023-09-01,612110101000,,6,charge,13420675.84,892495.6,12528180.24,612110101000
2023-10-01,612110101000,,6,charge,18886160.84,363266.94,18522893.9,612110101000
2023-11-01,612110101000,,6,charge,6907824.67,187300.0,6720524.67,612110101000
2023-12-01,612110101000,,6,charge,9128629.56,61197826.75,-52069197.19,612110101000
2024-01-01,612110101000,,6,charge,19081.6,2343.0,16738.6,612110101000
2024-02-01,612110101000,,6,charge,12139.7,0.0,12139.7,612110101000
2024-03-01,612110101000,,6,charge,160680.3,0.0,160680.3,612110101000
2024-04-01,612110101000,,6,charge,1279041.07,0.0,1279041.07,612110101000
2024-05-01,612110101000,,6,charge,3796870.15,59162.0,3737708.15,612110101000
2024-06-01,612110101000,,6,charge,2564462.98,132868.0,2431594.98,612110101000
2024-07-01,612110101000,,6,charge,3662417.57,161577.0,3500840.57,612110101000
2024-08-01,612110101000,,6,charge,5346375.15,242420.0,5103955.15,612110101000
2024-09-01,612110101000,,6,charge,8760124.83,218772.0,8541352.83,612110101000
2024-10-01,612110101000,,6,charge,8176510.1,144390.0,8032120.1,612110101000
2024-11-01,612110101000,,6,charge,5279922.8,310420.0,4969502.8,612110101000
2024-12-01,612110101000,,6,charge,5226124.46,43011798.71,-37785674.25,612110101000
2025-01-01,612110101000,,6,charge,156997.6,0.0,156997.6,612110101000
2025-02-01,612110101000,,6,charge,2133443.64,21400.0,2112043.64,612110101000
2025-03-01,612110101000,,6,charge,15400303.57,1315464.5,14084839.07,612110101000
2025-04-01,612110101000,,6,charge,5522148.95,1036851.8,4485297.15,612110101000
2025-05-01,612110101000,,6,charge,648161.8,0.0,648161.8,612110101000
2025-06-01,612110101000,,6,charge,840391.12,34713.0,805678.12,612110101000
2025-07-01,612110101000,,6,charge,665615.0,4866.9,660748.1,612110101000
2025-08-01,612110101000,,6,charge,971192.4,83877.5,887314.9,612110101000
2025-09-01,612110101000,,6,charge,446257.85,13328.0,432929.85,612110101000
2025-10-01,612110101000,,6,charge,1971785.04,50712.0,1921073.04,612110101000
2025-11-01,612110101000,,6,charge,226503.4,0.0,226503.4,612110101000
2025-12-01,612110101000,,6,charge,232030.3,10175.0,221855.3,612110101000
2026-01-01,612110101000,,6,charge,33243.24,0.0,33243.24,612110101000
2026-02-01,612110101000,,6,charge,371095.0,0.0,371095.0,612110101000
2026-03-01,612110101000,,6,charge,183201.6,0.0,183201.6,612110101000
2022-01-01,612110101100,,6,charge,85426.08,66520.1,18905.979999999996,612110101100
2022-02-01,612110101100,,6,charge,67907.02,71041.05,-3134.029999999999,612110101100
2022-03-01,612110101100,,6,charge,39275.6,39426.0,-150.40000000000146,612110101100
2022-04-01,612110101100,,6,charge,81749.4,43603.600000000006,38145.79999999999,612110101100
2022-05-01,612110101100,,6,charge,170363.58000000002,136166.55000000002,34197.03,612110101100
2022-06-01,612110101100,,6,charge,276480.10000000003,113016.86,163463.24000000005,612110101100
2022-07-01,612110101100,,6,charge,61300.84,8768.0,52532.84,612110101100
2022-08-01,612110101100,,6,charge,203220.08000000002,71774.2,131445.88,612110101100
2022-09-01,612110101100,,6,charge,650395.26,161294.52,489100.74,612110101100
2022-10-01,612110101100,,6,charge,316747.12,70377.8,246369.32,612110101100
2022-11-01,612110101100,,6,charge,363301.56,141076.7,222224.86,612110101100
2022-12-01,612110101100,,6,charge,77888.36,1470989.6199999999,-1393101.2599999998,612110101100
2023-01-01,612110101100,,6,charge,414.0,0.0,414.0,612110101100
2023-02-01,612110101100,,6,charge,1727.3999999999999,945.5999999999999,781.8,612110101100
2023-03-01,612110101100,,6,charge,8757.21,4954.4,3802.8099999999995,612110101100
2023-04-01,612110101100,,6,charge,5655.16,7593.799999999999,-1938.6399999999994,612110101100
2023-05-01,612110101100,,6,charge,24439.54,5153.8,19285.74,612110101100
2023-06-01,612110101100,,6,charge,227928.54,25653.76,202274.78,612110101100
2023-07-01,612110101100,,6,charge,539159.82,17590.78,521569.0399999999,612110101100
2023-08-01,612110101100,,6,charge,718708.42,47457.18,671251.24,612110101100
2023-09-01,612110101100,,6,charge,1357814.63,105995.88,1251818.75,612110101100
2023-10-01,612110101100,,6,charge,1317676.42,97617.84,1220058.5799999998,612110101100
2023-11-01,612110101100,,6,charge,872845.34,74394.40000000001,798450.94,612110101100
2023-12-01,612110101100,,6,charge,1324448.88,6012217.919999999,-4687769.039999999,612110101100
2024-01-01,612110101100,,6,charge,367652.77999999997,1330.8,366321.98,612110101100
2024-02-01,612110101100,,6,charge,20.4,244.4,-224.0,612110101100
2024-04-01,612110101100,,6,charge,13765.2,14544.6,-779.3999999999996,612110101100
2024-05-01,612110101100,,6,charge,122692.68,44800.32,77892.35999999999,612110101100
2024-06-01,612110101100,,6,charge,146567.8,0.0,146567.8,612110101100
2024-07-01,612110101100,,6,charge,59141.2,27596.36,31544.839999999997,612110101100
2024-08-01,612110101100,,6,charge,47988.8,48171.6,-182.79999999999563,612110101100
2024-09-01,612110101100,,6,charge,91859.22,83552.68,8306.540000000008,612110101100
2024-10-01,612110101100,,6,charge,72990.2,74733.59999999999,-1743.3999999999942,612110101100
2024-11-01,612110101100,,6,charge,47923.4,44803.4,3120.0,612110101100
2024-12-01,612110101100,,6,charge,55611.16,686435.0800000001,-630823.92,612110101100
2025-01-01,612110101100,,6,charge,2307.6,7219.6,-4912.0,612110101100
2025-02-01,612110101100,,6,charge,86604.4,87157.6,-553.2000000000116,612110101100
2025-03-01,612110101100,,6,charge,615362.0,401459.60000000003,213902.39999999997,612110101100
2025-04-01,612110101100,,6,charge,211386.8,114432.0,96954.79999999999,612110101100
2025-05-01,612110101100,,6,charge,4022.4,0.0,4022.4,612110101100
2025-06-01,612110101100,,6,charge,6045.6,11154.8,-5109.199999999999,612110101100
2025-07-01,612110101100,,6,charge,9676.0,11860.000000000002,-2184.000000000002,612110101100
2025-08-01,612110101100,,6,charge,11790.4,11478.4,312.0,612110101100
2025-09-01,612110101100,,6,charge,3808.8,3948.8,-140.0,612110101100
2025-10-01,612110101100,,6,charge,21127.32,22316.0,-1188.6800000000003,612110101100
2025-11-01,612110101100,,6,charge,1700.4,3421.6,-1721.1999999999998,612110101100
2025-12-01,612110101100,,6,charge,240.4,464.4,-223.99999999999997,612110101100
2026-02-01,612110101100,,6,charge,2601.2,2601.2000000000003,-4.547473508864641e-13,612110101100
2026-03-01,612110101100,,6,charge,1886.4,1886.3999999999999,2.2737367544323206e-13,612110101100
2022-01-01,612220100000,,6,charge,1046788.75,1015437.07,31351.68000000005,612220100000
2022-02-01,612220100000,,6,charge,973499.6799999999,963365.68,10133.999999999884,612220100000
2022-03-01,612220100000,,6,charge,231226.67,216721.47,14505.200000000012,612220100000
2022-04-01,612220100000,,6,charge,472019.47000000003,436999.32,35020.15000000002,612220100000
2022-05-01,612220100000,,6,charge,1611363.2,1583470.24,27892.959999999963,612220100000
2022-06-01,612220100000,,6,charge,2110963.31,1152194.06,958769.25,612220100000
2022-07-01,612220100000,,6,charge,31160.690000000002,0.0,31160.690000000002,612220100000
2022-08-01,612220100000,,6,charge,36204.9,0.0,36204.9,612220100000
2022-09-01,612220100000,,6,charge,56208.41,0.0,56208.41,612220100000
2022-10-01,612220100000,,6,charge,66512.56,16519.68,49992.88,612220100000
2022-11-01,612220100000,,6,charge,75281.65,9007.0,66274.65,612220100000
2022-12-01,612220100000,,6,charge,34653.93,1352168.7,-1317514.77,612220100000
2023-01-01,612220100000,,6,charge,16132.29,0.0,16132.29,612220100000
2023-02-01,612220100000,,6,charge,25313.88,0.0,25313.88,612220100000
2023-03-01,612220100000,,6,charge,28559.83,0.0,28559.83,612220100000
2023-04-01,612220100000,,6,charge,22293.72,0.0,22293.72,612220100000
2023-05-01,612220100000,,6,charge,25401.84,0.0,25401.84,612220100000
2023-06-01,612220100000,,6,charge,27361.260000000002,0.0,27361.260000000002,612220100000
2023-07-01,612220100000,,6,charge,18941.46,0.0,18941.46,612220100000
2023-08-01,612220100000,,6,charge,30346.79,0.0,30346.79,612220100000
2023-09-01,612220100000,,6,charge,32974.11,0.0,32974.11,612220100000
2023-10-01,612220100000,,6,charge,30865.54,0.0,30865.54,612220100000
2023-11-01,612220100000,,6,charge,25126.81,0.0,25126.81,612220100000
2023-12-01,612220100000,,6,charge,29167.42,312484.95,-283317.53,612220100000
2024-01-01,612220100000,,6,charge,16811.0,285.87,16525.13,612220100000
2024-02-01,612220100000,,6,charge,14615.44,0.0,14615.44,612220100000
2024-03-01,612220100000,,6,charge,20913.989999999998,873.0,20040.989999999998,612220100000
2024-04-01,612220100000,,6,charge,21082.5,0.0,21082.5,612220100000
2024-05-01,612220100000,,6,charge,26090.99,0.0,26090.99,612220100000
2024-06-01,612220100000,,6,charge,15572.66,0.0,15572.66,612220100000
2024-07-01,612220100000,,6,charge,30579.36,0.0,30579.36,612220100000
2024-08-01,612220100000,,6,charge,29726.34,0.0,29726.34,612220100000
2024-09-01,612220100000,,6,charge,29125.88,0.0,29125.88,612220100000
2024-10-01,612220100000,,6,charge,29544.58,0.0,29544.58,612220100000
2024-11-01,612220100000,,6,charge,26925.32,0.0,26925.32,612220100000
2024-12-01,612220100000,,6,charge,17851.82,277681.01,-259829.19,612220100000
2025-01-01,612220100000,,6,charge,14900.5,0.0,14900.5,612220100000
2025-02-01,612220100000,,6,charge,14205.84,0.0,14205.84,612220100000
2025-03-01,612220100000,,6,charge,28922.32,0.0,28922.32,612220100000
2025-04-01,612220100000,,6,charge,20750.08,0.0,20750.08,612220100000
2025-05-01,612220100000,,6,charge,28002.989999999998,0.0,28002.989999999998,612220100000
2025-06-01,612220100000,,6,charge,18802.4,0.0,18802.4,612220100000
2025-07-01,612220100000,,6,charge,31579.32,0.0,31579.32,612220100000
2025-08-01,612220100000,,6,charge,29072.2,0.0,29072.2,612220100000
2025-09-01,612220100000,,6,charge,19705.1,0.0,19705.1,612220100000
2025-10-01,612220100000,,6,charge,20262.22,0.0,20262.22,612220100000
2025-11-01,612220100000,,6,charge,23381.66,0.0,23381.66,612220100000
2025-12-01,612220100000,,6,charge,16753.760000000002,0.0,16753.760000000002,612220100000
2026-01-01,612220100000,,6,charge,5836.1,0.0,5836.1,612220100000
2026-02-01,612220100000,,6,charge,16125.22,0.0,16125.22,612220100000
2026-03-01,612220100000,,6,charge,200.0,0.0,200.0,612220100000
2022-01-01,612220101000,,6,charge,1015437.07,0.0,1015437.07,612220101000
2022-02-01,612220101000,,6,charge,728781.68,0.0,728781.68,612220101000
2022-03-01,612220101000,,6,charge,216721.47,0.0,216721.47,612220101000
2022-04-01,612220101000,,6,charge,436999.32,0.0,436999.32,612220101000
2022-05-01,612220101000,,6,charge,1583470.24,0.0,1583470.24,612220101000
2022-06-01,612220101000,,6,charge,1152194.05,0.0,1152194.05,612220101000
2022-07-01,612220101000,,6,charge,827148.14,0.0,827148.14,612220101000
2022-08-01,612220101000,,6,charge,1387543.83,207470.19,1180073.6400000001,612220101000
2022-09-01,612220101000,,6,charge,3603946.66,444675.62,3159271.04,612220101000
2022-10-01,612220101000,,6,charge,1112055.32,0.0,1112055.32,612220101000
2022-11-01,612220101000,,6,charge,2026309.8,197916.07,1828393.73,612220101000
2022-12-01,612220101000,,6,charge,516652.01,13757197.71,-13240545.700000001,612220101000
2023-06-01,612220101000,,6,charge,695523.67,0.0,695523.67,612220101000
2023-07-01,612220101000,,6,charge,724080.36,0.0,724080.36,612220101000
2023-08-01,612220101000,,6,charge,719160.0,362094.29000000004,357065.70999999996,612220101000
2023-09-01,612220101000,,6,charge,1810257.56,0.0,1810257.56,612220101000
2023-10-01,612220101000,,6,charge,1282877.4,0.0,1282877.4,612220101000
2023-11-01,612220101000,,6,charge,823521.3400000001,204635.32,618886.02,612220101000
2023-12-01,612220101000,,6,charge,1856966.6199999999,7345657.34,-5488690.72,612220101000
2024-05-01,612220101000,,6,charge,552778.8,185808.0,366970.80000000005,612220101000
2024-06-01,612220101000,,6,charge,715106.7,0.0,715106.7,612220101000
2024-07-01,612220101000,,6,charge,928662.8,0.0,928662.8,612220101000
2024-09-01,612220101000,,6,charge,708273.46,0.0,708273.46,612220101000
2024-10-01,612220101000,,6,charge,874723.52,0.0,874723.52,612220101000
2024-11-01,612220101000,,6,charge,745383.74,186749.02,558634.72,612220101000
2024-12-01,612220101000,,6,charge,0.0,4152372.0,-4152372.0,612220101000
2025-01-01,612220101000,,6,charge,359208.95999999996,0.0,359208.95999999996,612220101000
2025-02-01,612220101000,,6,charge,519101.67,0.0,519101.67,612220101000
2025-03-01,612220101000,,6,charge,1387781.97,0.0,1387781.97,612220101000
2025-04-01,612220101000,,6,charge,691841.02,8900.92,682940.1,612220101000
2025-06-01,612220101000,,6,charge,656655.75,0.0,656655.75,612220101000
2025-08-01,612220101000,,6,charge,321960.0,0.0,321960.0,612220101000
2025-10-01,612220101000,,6,charge,498442.88,0.0,498442.88,612220101000
2026-02-01,612220101000,,6,charge,317199.95,0.0,317199.95,612220101000
2026-03-01,612220101000,,6,charge,517047.27,0.0,517047.27,612220101000
2022-03-01,612220105000,,6,charge,174600.0,0.0,174600.0,612220105000
2022-06-01,612220105000,,6,charge,184300.0,0.0,184300.0,612220105000
2022-09-01,612220105000,,6,charge,205200.0,0.0,205200.0,612220105000
2022-10-01,612220105000,,6,charge,175500.0,0.0,175500.0,612220105000
2022-12-01,612220105000,,6,charge,117000.0,856600.0,-739600.0,612220105000
2023-04-01,612220105000,,6,charge,117000.0,0.0,117000.0,612220105000
2023-08-01,612220105000,,6,charge,234000.0,0.0,234000.0,612220105000
2023-09-01,612220105000,,6,charge,117000.0,0.0,117000.0,612220105000
2023-10-01,612220105000,,6,charge,117000.0,0.0,117000.0,612220105000
2023-12-01,612220105000,,6,charge,234000.0,819000.0,-585000.0,612220105000
2024-07-01,612220105000,,6,charge,329400.0,0.0,329400.0,612220105000
2024-12-01,612220105000,,6,charge,0.0,329400.0,-329400.0,612220105000
2025-05-01,612220105000,,6,charge,159300.0,0.0,159300.0,612220105000
2023-01-01,612220105100,,6,charge,112000.0,0.0,112000.0,612220105100
2023-12-01,612220105100,,6,charge,0.0,112000.0,-112000.0,612220105100
2024-08-01,612220105100,,6,charge,112000.0,0.0,112000.0,612220105100
2024-12-01,612220105100,,6,charge,0.0,112000.0,-112000.0,612220105100
2022-01-01,612220105200,,6,charge,4104.400000000001,0.0,4104.400000000001,612220105200
2022-02-01,612220105200,,6,charge,2493.0,0.0,2493.0,612220105200
2022-03-01,612220105200,,6,charge,92256.4,0.0,92256.4,612220105200
2022-04-01,612220105200,,6,charge,15148.0,0.0,15148.0,612220105200
2022-05-01,612220105200,,6,charge,7587.0,0.0,7587.0,612220105200
2022-06-01,612220105200,,6,charge,199319.65,0.0,199319.65,612220105200
2022-07-01,612220105200,,6,charge,5843.25,0.0,5843.25,612220105200
2022-08-01,612220105200,,6,charge,7538.25,0.0,7538.25,612220105200
2022-09-01,612220105200,,6,charge,19348.65,0.0,19348.65,612220105200
2022-10-01,612220105200,,6,charge,9639.3,0.0,9639.3,612220105200
2022-11-01,612220105200,,6,charge,14246.0,0.0,14246.0,612220105200
2022-12-01,612220105200,,6,charge,16239.68,393763.58,-377523.9,612220105200
2023-01-01,612220105200,,6,charge,135000.0,0.0,135000.0,612220105200
2023-05-01,612220105200,,6,charge,3135.0,0.0,3135.0,612220105200
2023-06-01,612220105200,,6,charge,2821.5,0.0,2821.5,612220105200
2023-07-01,612220105200,,6,charge,232497.0,0.0,232497.0,612220105200
2023-08-01,612220105200,,6,charge,4940.65,0.0,4940.65,612220105200
2023-09-01,612220105200,,6,charge,11799.7,0.0,11799.7,612220105200
2023-10-01,612220105200,,6,charge,12251.25,0.0,12251.25,612220105200
2023-11-01,612220105200,,6,charge,16335.0,0.0,16335.0,612220105200
2023-12-01,612220105200,,6,charge,18767.1,437547.2,-418780.10000000003,612220105200
2024-04-01,612220105200,,6,charge,5500.0,0.0,5500.0,612220105200
2024-06-01,612220105200,,6,charge,5500.0,0.0,5500.0,612220105200
2024-07-01,612220105200,,6,charge,5500.0,0.0,5500.0,612220105200
2024-08-01,612220105200,,6,charge,5940.0,0.0,5940.0,612220105200
2024-09-01,612220105200,,6,charge,5500.0,0.0,5500.0,612220105200
2024-10-01,612220105200,,6,charge,5940.0,0.0,5940.0,612220105200
2024-11-01,612220105200,,6,charge,5940.0,0.0,5940.0,612220105200
2024-12-01,612220105200,,6,charge,16335.0,56155.0,-39820.0,612220105200
2025-01-01,612220105200,,6,charge,2970.0,0.0,2970.0,612220105200
2025-02-01,612220105200,,6,charge,5940.0,0.0,5940.0,612220105200
